Government (Thailand)	Make optimistic comment	Head of Government (Thailand)
Sansern Kaewkamnerd	Make statement	Government (Thailand)
Middle East	Host a visit	Mike Pence
Mike Pence	Make a visit	Middle East
Military (Iran)	Criticize or denounce	Government (Iran)
Xi Jinping	Make statement	China
Palestinian Territory, Occupied	Reduce or break diplomatic relations	United States
Palestinian Territory, Occupied	Criticize or denounce	Donald Trump
Palestinian Territory, Occupied	Make statement	Mahmoud Abbas
European Union	Express intent to meet or negotiate	United Kingdom
United Kingdom	Express intent to meet or negotiate	European Union
Government (China)	Demand	Business (China)
Armed Gang (Nigeria)	Use unconventional violence	Citizen (Nigeria)
Armed Gang (Nigeria)	fight with small arms and light weapons	Religion (Nigeria)
United Kingdom	Grant diplomatic recognition	China
China	Grant diplomatic recognition	United Kingdom
Xi Jinping	Express intent to engage in diplomatic cooperation (such as policy support)	Vladimir Putin
Citizen (Yemen)	Use unconventional violence	Militia (Yemen)
Police (Iran)	Use tactics of violent repression	Protester (Iran)
Military Personnel - Special (Iran)	Use tactics of violent repression	Protester (Iran)
Protester (Iran)	Protest violently, riot	Military Personnel - Special (Iran)
Pakistan	Rally support on behalf of	Afghanistan
Pakistan	Consult	Foreign Affairs (United States)
Pakistan	Complain officially	Donald Trump
Foreign Affairs (United States)	Consult	Pakistan
Donald Trump	Make pessimistic comment	Pakistan
United Kingdom	Engage in negotiation	Belgium
Belgium	Engage in negotiation	United Kingdom
Pakistan	Consult	David Hale
David Hale	Accuse	Pakistan
David Hale	Consult	Pakistan
Shahid Khaqan Abbasi	Engage in negotiation	Khawaja Asif
Khawaja Asif	Engage in negotiation	Shahid Khaqan Abbasi
Dalit (India)	Demonstrate or rally	Unspecified Actor
Dalit (India)	Demonstrate or rally	Police (India)
Men (India)	Kill by physical assault	India
Citizen (India)	Demonstrate or rally	Police (India)
Narendra Modi	Consult	Cabinet / Council of Ministers / Advisors (India)
Arun Jaitley	Consult	Cabinet / Council of Ministers / Advisors (India)
Cabinet / Council of Ministers / Advisors (India)	Consult	Narendra Modi
Cabinet / Council of Ministers / Advisors (India)	Consult	Arun Jaitley
Cabinet / Council of Ministers / Advisors (India)	Make statement	Government (India)
Member of the Judiciary (India)	Make an appeal or request	Government (India)
India	Arrest, detain, or charge with legal action	Drug Gang (India)
Moon Jae-in	Praise or endorse	Kim Jong-Un
Moon Jae-in	Demand	Government Official (South Korea)
Military (Venezuela)	fight with small arms and light weapons	Citizen (Venezuela)
Other Authorities / Officials (Venezuela)	Arrest, detain, or charge with legal action	Military (Venezuela)
Military (Venezuela)	Demand	Venezuela
Police (Australia)	Accuse	Men (Australia)
Head of Government (United States)	Threaten to reduce or stop aid	Pakistan
Citizen (India)	Use unconventional violence	Air Force (India)
Education (India)	Make statement	Student (India)
Ministry (India)	Make statement	Government (India)
United Nations	Make an appeal or request	Actor (Congo)
Michel Temer	Express intent to meet or negotiate	Representatives (Brazil)
Malaysia	Provide humanitarian aid	Citizen (Malaysia)
Myanmar	Host a visit	Business (Malaysia)
Police (Myanmar)	Return, release person(s)	Business (Malaysia)
Business (Malaysia)	Make a visit	Myanmar
Police (Malaysia)	Arrest, detain, or charge with legal action	Men (Malaysia)
Police (Malaysia)	Arrest, detain, or charge with legal action	Criminal (Malaysia)
Police (Malaysia)	Make statement	Malaysia
Police (Malaysia)	Make statement	Criminal (Malaysia)
Head of Government (Malaysia)	Make statement	Party Member (Malaysia)
Ministry (Malaysia)	Criticize or denounce	Citizen (Malaysia)
Head of Government (Malaysia)	Accuse	Citizen (Malaysia)
Head of Government (Malaysia)	Make statement	Malaysia
Head of Government (Malaysia)	Make statement	World Bank
Head of Government (Malaysia)	Make statement	International Monetary Fund
Head of Government (Malaysia)	Make statement	Government (Malaysia)
Pakistan	Criticize or denounce	Donald Trump
Police (India)	Arrest, detain, or charge with legal action	Men (India)
India	Demand	Citizen (India)
Hassan Rouhani	Threaten with repression	Criminal (Iran)
Lok Sabha	Make an appeal or request	Bharatiya Janata
Police (India)	Make an appeal or request	Citizen (India)
Moon Jae-in	Make statement	Kim Jong-Un
Head of Government (South Korea)	Demand	Ministry (South Korea)
Citizen (Brazil)	Protest violently, riot	Criminal (Brazil)
Protester (Iran)	Protest violently, riot	Sayyed Ali Khamenei
Protester (Iran)	Protest violently, riot	Hassan Rouhani
Emmanuel Macron	Express intent to meet or negotiate	China
Business (India)	Appeal for intelligence	Citizen (India)
Ministry (India)	Make statement	Military (India)
Cabinet / Council of Ministers / Advisors (India)	Praise or endorse	Transportation Ministry/Department (India)
India	Make statement	B. Ramanath Rai
Bharatiya Janata	Accuse	B. Ramanath Rai
Health Ministry (India)	Express intent to meet or negotiate	Citizen (India)
Health Ministry (India)	Express intent to meet or negotiate	Other Authorities / Officials (India)
Health Ministry (India)	Make statement	Government (India)
Pinarayi Vijayan	Make statement	Government (India)
India	Express intent to meet or negotiate	Bharatiya Janata
India	Express intent to meet or negotiate	Rajnath Singh
India	Use conventional military force	Citizen (India)
Citizen (India)	Criticize or denounce	Student (India)
Donald Trump	Threaten to reduce or stop aid	Pakistan
Employee (India)	Consult	Sushil Kumar Modi
Sushil Kumar Modi	Consult	Employee (India)
Police (India)	Physically assault	Employee (India)
Criminal (India)	Use unconventional violence	Citizen (India)
Criminal (India)	Physically assault	Citizen (India)
Sunil Kumar	Make statement	India
Police (India)	Make an appeal or request	Children (India)
Military (India)	Use conventional military force	India
Police (India)	Use tactics of violent repression	Activist (Rashtriya Swayamsevak Sangh)
Narendra Modi	Make a visit	China
China	Host a visit	Narendra Modi
Education (India)	Criticize or denounce	Government (India)
Police (India)	Arrest, detain, or charge with legal action	Children (India)
Jamaat al Muslimeen	Make statement	Legislature (India)
Police (India)	Confiscate property	India
Angela Merkel	Appeal for diplomatic cooperation (such as policy support)	Social Democratic Party
Party Member (Germany)	Make statement	Angela Merkel
Criminal (India)	fight with small arms and light weapons	Citizen (India)
Barack Obama	Expel or deport individuals	Citizen (Mexico)
State Media (Iran)	Make statement	Police (Iran)
Police (Australia)	Investigate	Citizen (Australia)
Government (France)	Provide military aid	Citizen (United States)
Iran	Threaten	Protester (Iran)
Paul Keating	Make statement	Australia
John Howard	Make statement	Tony Abbott
John Howard	Make statement	Malcolm Bligh Turnbull
Paul Keating	Praise or endorse	Malcolm Bligh Turnbull
Paul Keating	Make statement	William Deane
Saudi Arabia	Use conventional military force	Armed Rebel (Yemen)
Armed Rebel (Yemen)	Use unconventional violence	Saudi Arabia
Kim Beazley	Make statement	Kevin Rudd
Kim Beazley	Make statement	Paul Keating
Citizen (Australia)	Demonstrate or rally	Unspecified Actor
Jacques Chirac	Make statement	Paul Keating
Paul Keating	Yield	Cabinet / Council of Ministers / Advisors (Indonesia)
Ministry (Australia)	Make statement	Australia
David Granger	Praise or endorse	Police (France)
Employee (Israel)	Demonstrate or rally	Unspecified Actor
Employee (Israel)	Obstruct passage, block	Unspecified Actor
Protester (Israel)	Reduce or stop material aid	Ministry (Israel)
Treasury/Finance Ministry (Israel)	Complain officially	Protester (Israel)
Cabinet / Council of Ministers / Advisors (Israel)	Make statement	Treasury/Finance Ministry (Israel)
India	Accuse	Hafiz Mohammad Saeed
United States	Accuse	Hafiz Mohammad Saeed
Military Personnel - Special (Iran)	Use conventional military force	Iranian Kurds
Iranian Kurds	Protest violently, riot	Military Personnel - Special (Iran)
Iran	Criticize or denounce	Government (Iran)
Donald Trump	Grant diplomatic recognition	Israel
Hamas	Express intent to release persons or property	Israel
Government (Palestinian Territory, Occupied)	Praise or endorse	Justice Department/Ministery (Palestinian Territory, Occupied)
Stefan Löfven	Make statement	Sweden
Stefan Löfven	Express intent to cooperate	Citizen (Sweden)
Fawzi Barhum	Make statement	Foreign Affairs (United States)
David Granger	Make statement	United Nations
North Korea	Make statement	South Korea
Pakistan	Make pessimistic comment	India
Wang Yi	Express intent to engage in diplomatic cooperation (such as policy support)	Russia
Li Keqiang	Praise or endorse	Vladimir Putin
Li Keqiang	Praise or endorse	Dmitry Anatolyevich Medvedev
Afghanistan	Arrest, detain, or charge with legal action	Police (Afghanistan)
Police (Afghanistan)	Use conventional military force	Citizen (Afghanistan)
Police (South Africa)	Physically assault	Men (South Africa)
Media Personnel (South Africa)	Make statement	Police (South Africa)
Media Personnel (South Africa)	Make statement	Criminal (South Africa)
Julius Malema	Make statement	Government (South Africa)
North Korea	Make statement	Media (South Korea)
Police (South Africa)	fight with small arms and light weapons	Men (South Africa)
Military Personnel (South Africa)	Make statement	Police (South Africa)
Military Personnel (South Africa)	Make statement	Criminal (South Africa)
City Mayor (Philippines)	Investigate	Philippines
Armed Gang (Philippines)	fight with small arms and light weapons	Men (Philippines)
Police (South Africa)	Arrest, detain, or charge with legal action	Criminal (South Africa)
Police (South Africa)	Sexually assault	Women (South Africa)
Democratic Alliance	Threaten	Citizen (South Africa)
European Commission	Engage in negotiation	United Kingdom
United Kingdom	Engage in negotiation	European Commission
Archbishop (Ireland)	Praise or endorse	Defence Forces
Business (Ireland)	Criticize or denounce	Ireland
Arlene Foster	Make an appeal or request	Sinn Féin
Military Personnel - Special (Iran)	Use conventional military force	Citizen (Iran)
Rioter (Iran)	fight with small arms and light weapons	Police (Iran)
Turkey	Arrest, detain, or charge with legal action	Citizen (Turkey)
Lawmaker (Germany)	Criticize or denounce	Police (Germany)
South Africa	Arrest, detain, or charge with legal action	Criminal (South Africa)
South Africa	Use conventional military force	Criminal (South Africa)
South Africa	Arrest, detain, or charge with legal action	Citizen (South Africa)
South Africa	Accuse	Citizen (South Africa)
Pan Africanist Congress of Azania	Praise or endorse	African National Congress
Mukhtar Abbas Naqvi	Criticize or denounce	Congress (India)
Member of Parliament (Afghanistan)	Consult	Ministry of Energy and Water (Afghanistan)
Ministry of Energy and Water (Afghanistan)	Consult	Member of Parliament (Afghanistan)
Ministry (Brazil)	Consult	Head of Government (Brazil)
Head of Government (Brazil)	Consult	Ministry (Brazil)
Iran	Host a visit	Bahrain
Bahrain	Make a visit	Iran
Abdulfatah Ahmed	Make an appeal or request	Citizen (Nigeria)
Military (Nigeria)	Provide humanitarian aid	Citizen (Nigeria)
Insurgent (Boko Haram)	Abduct, hijack, or take hostage	Citizen (Nigeria)
Insurgent (Nigeria)	Demand diplomatic cooperation (such as policy support)	Children (Nigeria)
Insurgent (Nigeria)	Demand diplomatic cooperation (such as policy support)	Women (Nigeria)
Citizen (Australia)	Use unconventional violence	Murderer (Australia)
Fire Brigade (Australia)	Make statement	Australia
South Korea	Express intent to meet or negotiate	North Korea
Party Member (South Korea)	Make statement	Government (South Korea)
Emmanuel Macron	Express intent to meet or negotiate	Xi Jinping
France	Make a visit	China
China	Host a visit	France
Tarek William Saab	Make statement	Lawyer/Attorney (Venezuela)
Taiwan	Make an appeal or request	Nigeria
Militant (Palestinian Territory, Occupied)	fight with artillery and tanks	Israel
Member of the Judiciary (India)	Make an appeal or request	India
India	Make an appeal or request	Member of the Judiciary (India)
Congress (India)	Demonstrate or rally	Bharatiya Janata
Sebastian Kurz	Make pessimistic comment	Mark Rutte
Mark Rutte	Make statement	Media (Slovenia)
Governor (Afghanistan)	Make statement	Government Official (Afghanistan)
Protester (Iran)	Demonstrate or rally	Government (Iran)
Protester (Iran)	Demonstrate or rally	Sayyed Ali Khamenei
Men (Singapore)	Use unconventional violence	Police (Singapore)
Citizen (Singapore)	Use unconventional violence	Police (Singapore)
Palestinian Territory, Occupied	Make statement	United States
Media Personnel (India)	Engage in symbolic act	Citizen (India)
Terrorist (Pakistan)	Use unconventional violence	Citizen (India)
Jitendra Singh	Praise or endorse	Rajnath Singh
Jitendra Singh	Make statement	Domestic Affairs (India)
Muhammadu Buhari	Make statement	Government (Nigeria)
Yoweri Museveni	Praise or endorse	Legislature (Uganda)
Yoweri Museveni	Make statement	Member of Parliament (Uganda)
Military (Nigeria)	Investigate	Citizen (Nigeria)
Citizen (Nigeria)	Accuse	Military (Nigeria)
Armed Gang (Boko Haram)	Abduct, hijack, or take hostage	Citizen (Nigeria)
Khawaja Asif	Make statement	Afghanistan
Nawaz Sharif	Consult	Muhammad ibn Salman
Muhammad ibn Salman	Consult	Nawaz Sharif
Nawaz Sharif	Engage in negotiation	Saudi Arabia
Saudi Arabia	Engage in negotiation	Nawaz Sharif
Lawmaker (India)	Demonstrate or rally	Indian Administered Kashmir
Lawmaker (India)	Demonstrate or rally	Unspecified Actor
Governor (India)	Make statement	Legislature (India)
Governor (Afghanistan)	Make an appeal or request	Police (Afghanistan)
Criminal (Australia)	Use unconventional violence	Citizen (Australia)
Afghanistan	Make statement	Police (Afghanistan)
Taliban	Use conventional military force	Police (Afghanistan)
